survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,difference from mean,fare_zscore,fare zscore,difference from mean (age),age zscore,child,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embark_Queenstown,embark_Southampton,embark_Unknown,family size
0,3,1,,0,0,7.3125,1,1,-24.89170796857464,-0.5009054249476105,-0.5009054249476105,,,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,51.0,0,1,61.3792,1,0,29.17499203142536,0.5870995995852952,0.5870995995852952,21.30088235294118,1.466346763822292,0,0,0,0,0,0,0,1,0,0,0,1
1,3,0,16.0,0,0,7.7333,0,1,-24.47090796857464,-0.4924375045026148,-0.4924375045026148,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,1,0,0,0
0,3,1,30.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,8.6625,1,1,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,8,2,69.55,1,0,37.34579203142536,0.751523754461651,0.751523754461651,,,0,0,0,0,0,0,0,1,0,1,0,10
0,3,1,44.0,0,1,16.1,1,0,-16.104207968574634,-0.3240711784875359,-0.3240711784875359,14.30088235294118,0.9844687281296176,0,0,0,0,0,0,0,1,0,1,0,1
1,2,0,40.0,0,0,15.75,0,1,-16.454207968574636,-0.331114363268307,-0.331114363268307,10.30088235294118,0.7091098505909468,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,26.0,0,0,7.775,1,1,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,17.0,0,0,8.6625,1,1,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,-12.69911764705882,-0.8742036952564113,1,0,0,0,0,0,0,1,0,1,0,0
0,3,1,1.0,4,1,39.6875,0,0,7.483292031425364,0.1505891672737165,0.1505891672737165,-28.69911764705882,-1.9756392054110952,1,0,0,0,0,0,0,1,0,1,0,5
1,3,1,9.0,0,2,20.525,0,0,-11.679207968574636,-0.2350251994735013,-0.2350251994735013,-20.69911764705882,-1.4249214503337533,1,0,0,0,0,0,0,1,0,1,0,2
1,1,0,,0,1,55.0,0,0,22.795792031425364,0.4587285014324523,0.4587285014324523,,,0,0,0,0,1,0,0,0,0,1,0,1
0,3,0,45.0,1,4,27.9,0,0,-4.304207968574637,-0.0866152344501102,-0.0866152344501102,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,5
0,1,1,,0,0,25.925,1,1,-6.279207968574635,-0.1263589199987471,-0.1263589199987471,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,28.0,0,0,56.4958,1,1,24.291592031425367,0.4888290608469592,0.4888290608469592,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,61.0,0,0,33.5,1,1,1.295792031425364,0.0260757220422274,0.0260757220422274,31.30088235294118,2.1547439576689693,0,1,0,0,0,0,0,0,0,1,0,0
0,3,1,4.0,4,1,29.125,0,0,-3.079207968574636,-0.0619640877174113,-0.0619640877174113,-25.69911764705882,-1.7691200472570918,1,0,0,0,0,0,0,1,1,0,0,5
1,3,0,1.0,1,1,11.1333,0,0,-21.07090796857464,-0.4240179952036955,-0.4240179952036955,-28.69911764705882,-1.9756392054110952,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,21.0,0,0,7.925,1,1,-24.279207968574635,-0.488579851581261,-0.488579851581261,-8.69911764705882,-0.5988448177177403,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,56.0,0,0,30.6958,1,1,-1.5084079685746374,-0.0303542744213106,-0.0303542744213106,26.30088235294118,1.8105453607456308,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,18.0,1,1,7.8542,1,0,-24.35000796857464,-0.4900045872454856,-0.4900045872454856,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,2
0,3,1,,3,1,25.4667,1,0,-6.737507968574636,-0.1355814673845397,-0.1355814673845397,,,0,0,0,0,0,0,0,1,0,1,0,4
0,1,0,50.0,0,0,28.7125,0,1,-3.4917079685746373,-0.0702649840661773,-0.0702649840661773,20.30088235294118,1.3975070444376243,0,0,1,0,0,0,0,0,0,0,0,0
0,2,1,30.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,36.0,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,8,2,69.55,0,0,37.34579203142536,0.751523754461651,0.751523754461651,,,0,0,0,0,0,0,0,1,0,1,0,10
0,2,1,,0,0,15.05,1,1,-17.154207968574635,-0.3452007328298493,-0.3452007328298493,,,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,9.0,4,2,31.3875,0,0,-0.8167079685746366,-0.0164349289559981,-0.0164349289559981,-20.69911764705882,-1.4249214503337533,1,0,0,0,0,0,0,1,0,1,0,6
1,2,1,1.0,2,1,39.0,0,0,6.795792031425364,0.1367543400257733,0.1367543400257733,-28.69911764705882,-1.9756392054110952,1,0,0,0,0,1,0,0,0,1,0,3
1,3,0,4.0,0,2,22.025,0,0,-10.179207968574636,-0.2048401218416252,-0.2048401218416252,-25.69911764705882,-1.7691200472570918,1,0,0,0,0,0,0,1,0,1,0,2
0,1,1,,0,0,50.0,1,1,17.795792031425364,0.3581115759928651,0.3581115759928651,,,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,,1,0,15.5,0,0,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,,,0,0,0,0,0,0,0,1,1,0,0,1
1,1,1,45.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,40.0,1,1,15.5,1,0,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,10.30088235294118,0.7091098505909468,0,0,0,0,0,0,0,1,1,0,0,2
0,3,1,36.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,32.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,2.30088235294118,0.1583920955136048,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,19.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,19.0,1,0,7.8542,0,0,-24.35000796857464,-0.4900045872454856,-0.4900045872454856,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,1
1,2,1,3.0,1,1,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,-26.69911764705882,-1.83795976664176,1,0,0,0,0,1,0,0,0,1,0,2
1,1,0,44.0,0,0,27.7208,0,1,-4.483407968574635,-0.090221345057865,-0.090221345057865,14.30088235294118,0.9844687281296176,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,58.0,0,0,146.5208,0,1,114.31659203142536,2.300436803386727,2.300436803386727,28.30088235294118,1.9482247995149664,0,1,0,0,0,0,0,0,0,0,0,0
0,3,1,,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
0,3,1,42.0,0,1,8.4042,1,0,-23.80000796857464,-0.478936725447131,-0.478936725447131,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,1,0,1
1,3,0,,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
0,2,0,24.0,0,0,13.0,0,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,28.0,0,0,9.5,1,1,-22.70420796857464,-0.4568855200677911,-0.4568855200677911,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,8,2,69.55,1,0,37.34579203142536,0.751523754461651,0.751523754461651,,,0,0,0,0,0,0,0,1,0,1,0,10
0,3,1,34.0,0,0,6.4958,1,1,-25.70840796857464,-0.5173401935489127,-0.5173401935489127,4.30088235294118,0.2960715342829403,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,45.5,0,0,7.225,1,1,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,15.80088235294118,1.0877283072066193,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1,18.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,0
0,3,0,2.0,0,1,10.4625,0,0,-21.74170796857464,-0.4375167619206705,-0.4375167619206705,-27.69911764705882,-1.9067994860264277,1,0,0,0,0,0,1,0,0,1,0,1
0,3,1,32.0,1,0,15.85,1,0,-16.354207968574634,-0.3291020247595153,-0.3291020247595153,2.30088235294118,0.1583920955136048,0,0,0,0,0,0,0,1,0,1,0,1
1,3,1,26.0,0,0,18.7875,1,1,-13.416707968574634,-0.2699895810637578,-0.2699895810637578,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,16.0,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,1,0,0,0
1,1,1,40.0,0,0,31.0,1,1,-1.204207968574636,-0.0242327406775661,-0.0242327406775661,10.30088235294118,0.7091098505909468,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,24.0,0,0,7.05,1,1,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,35.0,0,0,21.0,0,1,-11.204207968574636,-0.2254665915567405,-0.2254665915567405,5.30088235294118,0.364911253667608,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,22.0,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,30.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,1,0,7.75,1,0,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,1
1,1,0,31.0,1,0,113.275,0,0,81.07079203142537,1.6314187674308411,1.6314187674308411,1.30088235294118,0.0895523761289371,0,0,0,1,0,0,0,0,0,0,0,1
1,3,0,27.0,0,0,7.925,0,1,-24.279207968574635,-0.488579851581261,-0.488579851581261,-2.69911764705882,-0.1858065014097338,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,42.0,1,0,27.0,1,0,-5.204207968574636,-0.1047262810292359,-0.1047262810292359,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,1,0,1
1,1,0,32.0,0,0,76.2917,0,1,44.08749203142537,0.8871895797088641,0.8871895797088641,2.30088235294118,0.1583920955136048,0,0,0,1,0,0,0,0,0,0,0,0
0,2,1,30.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,16.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,0,1,0,0
0,2,1,27.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-2.69911764705882,-0.1858065014097338,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,51.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,21.30088235294118,1.466346763822292,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,38.0,1,0,90.0,1,0,57.79579203142536,1.1630469795095626,1.1630469795095626,8.30088235294118,0.5714304118216114,0,0,1,0,0,0,0,0,0,1,0,1
0,3,1,22.0,0,0,9.35,1,1,-22.854207968574634,-0.4599040278309786,-0.4599040278309786,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
1,2,1,19.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,20.5,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,-9.19911764705882,-0.6332646774100742,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,18.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,-11.69911764705882,-0.8053639758717436,1,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,3,1,25.4667,0,0,-6.737507968574636,-0.1355814673845397,-0.1355814673845397,,,0,0,0,0,0,0,0,1,0,1,0,4
1,1,0,35.0,1,0,83.475,0,0,51.27079203142536,1.0317418918109011,1.0317418918109011,5.30088235294118,0.364911253667608,0,0,1,0,0,0,0,0,0,1,0,1
0,3,1,29.0,0,0,7.775,1,1,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,59.0,0,0,13.5,1,1,-18.70420796857464,-0.3763919797161213,-0.3763919797161213,29.30088235294118,2.017064518899634,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,5.0,4,2,31.3875,0,0,-0.8167079685746366,-0.0164349289559981,-0.0164349289559981,-24.69911764705882,-1.700280327872424,1,0,0,0,0,0,0,1,0,1,0,6
0,2,1,24.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,0,0,7.55,0,1,-24.654207968574635,-0.4961261209892301,-0.4961261209892301,,,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,44.0,1,0,26.0,1,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,14.30088235294118,0.9844687281296176,0,0,0,0,0,0,0,1,0,1,0,1
1,2,0,8.0,0,2,26.25,0,0,-5.954207968574636,-0.119818819845174,-0.119818819845174,-21.69911764705882,-1.493761169718421,1,0,0,0,0,0,0,1,0,1,0,2
0,2,1,19.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,33.0,0,0,12.275,1,1,-19.92920796857464,-0.4010431264488202,-0.4010431264488202,3.30088235294118,0.2272318148982726,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,,1,0,14.4542,0,0,-17.750007968574636,-0.3571902456652305,-0.3571902456652305,,,0,0,0,0,0,0,0,1,0,0,0,1
1,3,0,,1,0,15.5,0,0,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,,,0,0,0,0,0,0,0,1,1,0,0,1
0,2,1,29.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,22.0,0,0,7.125,1,1,-25.07920796857464,-0.504678559651595,-0.504678559651595,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,30.0,0,0,7.225,1,1,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,44.0,2,0,90.0,1,0,57.79579203142536,1.1630469795095626,1.1630469795095626,14.30088235294118,0.9844687281296176,0,0,1,0,0,0,0,0,1,0,0,2
0,3,0,25.0,0,0,7.775,0,1,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,24.0,0,2,14.5,0,0,-17.704207968574636,-0.3562685946282038,-0.3562685946282038,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,2
1,1,1,37.0,1,1,52.5542,1,0,20.34999203142537,0.4095107261844238,0.4095107261844238,7.30088235294118,0.5025906924369435,0,0,0,1,0,0,0,0,0,1,0,2
0,2,1,54.0,1,0,26.0,1,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,24.30088235294118,1.6728659219762951,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,,0,0,7.25,1,1,-24.95420796857464,-0.5021631365156053,-0.5021631365156053,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,29.0,1,1,10.4625,0,0,-21.74170796857464,-0.4375167619206705,-0.4375167619206705,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,1,0,0,1,0,2
0,1,1,62.0,0,0,26.55,1,1,-5.654207968574635,-0.1137818043187987,-0.1137818043187987,32.30088235294118,2.223583677053637,0,0,1,0,0,0,0,0,0,1,0,0
0,3,1,30.0,1,0,16.1,1,0,-16.104207968574634,-0.3240711784875359,-0.3240711784875359,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,1
0,3,0,41.0,0,2,20.2125,0,0,-11.991707968574636,-0.2413137573134755,-0.2413137573134755,11.30088235294118,0.7779495699756146,0,0,0,0,0,0,0,1,0,1,0,2
1,3,0,29.0,0,2,15.2458,0,0,-16.958407968574637,-0.341260574029635,-0.341260574029635,-0.6991176470588201,-0.0481270626403983,0,0,0,0,0,0,0,1,0,0,0,2
1,1,0,,0,0,79.2,0,1,46.99579203142537,0.9457144205600544,0.9457144205600544,,,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,30.0,0,0,86.5,0,1,54.29579203142536,1.0926151317018515,1.0926151317018515,0.3008823529411799,0.0207126567442693,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0,35.0,0,0,512.3292,0,1,480.1249920314254,9.661740104981664,9.661740104981664,5.30088235294118,0.364911253667608,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,50.0,0,1,26.0,0,0,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,20.30088235294118,1.3975070444376243,0,0,0,0,0,0,0,1,0,1,0,1
0,3,1,,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,3,1,3.0,4,2,31.3875,0,0,-0.8167079685746366,-0.0164349289559981,-0.0164349289559981,-26.69911764705882,-1.83795976664176,1,0,0,0,0,0,0,1,0,1,0,6
0,1,1,52.0,1,1,79.65,1,0,47.44579203142537,0.9547699438496172,0.9547699438496172,22.30088235294118,1.5351864832069595,0,0,0,0,1,0,0,0,0,1,0,2
0,1,1,40.0,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,10.30088235294118,0.7091098505909468,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
0,2,1,36.0,0,0,10.5,1,1,-21.70420796857464,-0.4367621349798736,-0.4367621349798736,6.30088235294118,0.4337509730522758,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,16.0,4,1,39.6875,1,0,7.483292031425364,0.1505891672737165,0.1505891672737165,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,0,1,0,5
1,3,1,25.0,1,0,7.775,1,0,-24.42920796857464,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,1
1,1,0,58.0,0,1,153.4625,0,0,121.25829203142536,2.440127305651523,2.440127305651523,28.30088235294118,1.9482247995149664,0,0,1,0,0,0,0,0,0,1,0,1
1,1,0,35.0,0,0,135.6333,0,1,103.42909203142536,2.081343448242025,2.081343448242025,5.30088235294118,0.364911253667608,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,,0,0,31.0,1,1,-1.204207968574636,-0.0242327406775661,-0.0242327406775661,,,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,25.0,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,-4.69911764705882,-0.3234859401790693,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,41.0,0,1,19.5,0,0,-12.704207968574636,-0.2556516691886167,-0.2556516691886167,11.30088235294118,0.7779495699756146,0,0,0,0,0,0,0,1,0,1,0,1
0,1,1,37.0,0,1,29.7,1,0,-2.504207968574637,-0.0503931412918588,-0.0503931412918588,7.30088235294118,0.5025906924369435,0,0,1,0,0,0,0,0,0,0,0,1
1,3,0,,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,63.0,1,0,77.9583,0,0,45.75409203142536,0.9207272132963872,0.9207272132963872,33.30088235294118,2.2924233964383047,0,0,0,1,0,0,0,0,0,1,0,1
0,3,0,45.0,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,15.30088235294118,1.0533084475142855,0,0,0,0,0,0,0,1,0,1,0,0
0,2,1,,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,,,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,7.0,4,1,29.125,0,0,-3.079207968574636,-0.0619640877174113,-0.0619640877174113,-22.69911764705882,-1.5626008891030887,1,0,0,0,0,0,0,1,1,0,0,5
1,3,0,35.0,1,1,20.25,0,0,-11.954207968574636,-0.2405591303726786,-0.2405591303726786,5.30088235294118,0.364911253667608,0,0,0,0,0,0,0,1,0,1,0,2
0,3,1,65.0,0,0,7.75,1,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,35.30088235294118,2.43010283520764,0,0,0,0,0,0,0,1,1,0,0,0
0,3,1,28.0,0,0,7.8542,1,1,-24.35000796857464,-0.4900045872454856,-0.4900045872454856,-1.69911764705882,-0.1169667820250661,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,16.0,0,0,9.5,1,1,-22.70420796857464,-0.4568855200677911,-0.4568855200677911,-13.69911764705882,-0.943043414641079,1,0,0,0,0,0,0,1,0,1,0,0
1,3,1,19.0,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,,0,0,26.0,1,1,-6.204207968574636,-0.1248496661171533,-0.1248496661171533,,,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,33.0,0,0,8.6625,1,1,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,3.30088235294118,0.2272318148982726,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1,30.0,0,0,9.5,1,1,-22.70420796857464,-0.4568855200677911,-0.4568855200677911,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,22.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,0,1,0,0
1,2,1,42.0,0,0,13.0,1,1,-19.20420796857464,-0.38645367226008,-0.38645367226008,12.30088235294118,0.8467892893602823,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,22.0,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,-7.69911764705882,-0.5300050983330725,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,26.0,0,0,78.85,0,1,46.64579203142536,0.938671235779283,0.938671235779283,-3.69911764705882,-0.2546462207944016,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,19.0,1,0,91.0792,0,0,58.87499203142536,1.1847641366964432,1.1847641366964432,-10.69911764705882,-0.7365242564870758,0,1,0,0,0,0,0,0,0,0,0,1
0,2,1,36.0,0,0,12.875,1,1,-19.32920796857464,-0.3889690953960697,-0.3889690953960697,6.30088235294118,0.4337509730522758,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,24.0,0,0,8.85,0,1,-23.354207968574634,-0.4699657203749374,-0.4699657203749374,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,0
0,3,1,24.0,0,0,7.8958,1,1,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-5.69911764705882,-0.392325659563737,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,,0,0,27.7208,1,1,-4.483407968574635,-0.090221345057865,-0.090221345057865,,,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,23.5,0,0,7.2292,1,1,-24.97500796857464,-0.502581702925434,-0.502581702925434,-6.19911764705882,-0.4267455192560709,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,2.0,1,2,151.55,0,0,119.34579203142538,2.401641331670881,2.401641331670881,-27.69911764705882,-1.9067994860264277,1,0,1,0,0,0,0,0,0,1,0,3
1,1,1,,0,0,30.5,1,1,-1.704207968574636,-0.0342944332215248,-0.0342944332215248,,,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,50.0,0,1,247.5208,0,0,215.3165920314254,4.332898697266388,4.332898697266388,20.30088235294118,1.3975070444376243,0,1,0,0,0,0,0,0,0,0,0,1
1,3,0,,0,0,7.75,0,1,-24.45420796857464,-0.4921014439716465,-0.4921014439716465,,,0,0,0,0,0,0,0,1,1,0,0,0
1,3,1,,2,0,23.25,1,0,-8.954207968574636,-0.1801889751089263,-0.1801889751089263,,,0,0,0,0,0,0,0,1,1,0,0,2
0,3,1,19.0,0,0,0.0,1,1,-32.20420796857464,-0.6480576784030068,-0.6480576784030068,-10.69911764705882,-0.7365242564870758,0,0,0,0,0,0,0,1,0,1,0,0
1,2,0,,0,0,12.35,0,1,-19.854207968574634,-0.3995338725672263,-0.3995338725672263,,,0,0,0,0,1,0,0,0,1,0,0,0
0,3,1,,0,0,8.05,1,1,-24.154207968574635,-0.4860644284452713,-0.4860644284452713,,,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0.92,1,2,151.55,0,0,119.34579203142538,2.401641331670881,2.401641331670881,-28.77911764705882,-1.9811463829618683,1,0,1,0,0,0,0,0,0,1,0,3
1,1,0,,0,0,110.8833,0,1,78.67909203142537,1.583289667316069,1.583289667316069,,,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,17.0,1,0,108.9,0,0,76.69579203142537,1.5433789576712025,1.5433789576712025,-12.69911764705882,-0.8742036952564113,1,0,1,0,0,0,0,0,0,0,0,1
0,2,1,30.0,1,0,24.0,1,0,-8.204207968574636,-0.1650964362929882,-0.1650964362929882,0.3008823529411799,0.0207126567442693,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,30.0,0,0,56.9292,0,1,24.72499203142537,0.4975505359440627,0.4975505359440627,0.3008823529411799,0.0207126567442693,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,24.0,0,0,83.1583,0,1,50.95409203142536,1.025368815753558,1.025368815753558,-5.69911764705882,-0.392325659563737,0,0,1,0,0,0,0,0,0,0,0,0
