survived,pclass,sex,age,sibsp,parch,fare,adult_male,deck,embark_town,alone,difference from mean,fare_zscore,fare zscore,difference from mean (age),age zscore
1,2,male,3.0,1,1,26.0,False,F,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-26.69911764705882,-1.8379597666417598
1,1,female,44.0,0,0,27.7208,False,B,Cherbourg,True,-4.483407968574635,-0.09022134505786503,-0.09022134505786503,14.30088235294118,0.9844687281296177
1,1,female,58.0,0,0,146.5208,False,B,Cherbourg,True,114.31659203142537,2.300436803386727,2.300436803386727,28.30088235294118,1.9482247995149662
0,3,male,,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
0,3,male,42.0,0,1,8.4042,True,,Southampton,False,-23.800007968574636,-0.478936725447131,-0.478936725447131,12.30088235294118,0.8467892893602823
1,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
0,2,female,24.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-5.69911764705882,-0.39232565956373705
0,3,male,28.0,0,0,9.5,True,,Southampton,True,-22.704207968574636,-0.4568855200677911,-0.4568855200677911,-1.69911764705882,-0.1169667820250661
0,3,male,,8,2,69.55,True,,Southampton,False,37.34579203142536,0.751523754461651,0.751523754461651,,
0,3,male,34.0,0,0,6.4958,True,,Southampton,True,-25.708407968574637,-0.5173401935489127,-0.5173401935489127,4.30088235294118,0.29607153428294036
0,3,male,45.5,0,0,7.225,True,,Cherbourg,True,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,15.80088235294118,1.0877283072066193
1,3,male,18.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-11.69911764705882,-0.8053639758717436
0,3,female,2.0,0,1,10.4625,False,G,Southampton,False,-21.741707968574637,-0.43751676192067057,-0.43751676192067057,-27.69911764705882,-1.9067994860264275
0,3,male,32.0,1,0,15.85,True,,Southampton,False,-16.354207968574634,-0.32910202475951533,-0.32910202475951533,2.30088235294118,0.15839209551360486
1,3,male,26.0,0,0,18.7875,True,,Cherbourg,True,-13.416707968574634,-0.26998958106375787,-0.26998958106375787,-3.69911764705882,-0.2546462207944016
1,3,female,16.0,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,-13.69911764705882,-0.943043414641079
1,1,male,40.0,0,0,31.0,True,A,Cherbourg,True,-1.2042079685746359,-0.024232740677566176,-0.024232740677566176,10.30088235294118,0.7091098505909468
0,3,male,24.0,0,0,7.05,True,,Southampton,True,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,-5.69911764705882,-0.39232565956373705
1,2,female,35.0,0,0,21.0,False,,Southampton,True,-11.204207968574636,-0.22546659155674054,-0.22546659155674054,5.30088235294118,0.36491125366760807
0,3,male,22.0,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725
0,2,male,30.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,0.30088235294117993,0.020712656744269385
0,3,male,,1,0,7.75,True,,Queenstown,False,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,1,female,31.0,1,0,113.275,False,D,Cherbourg,False,81.07079203142537,1.6314187674308411,1.6314187674308411,1.30088235294118,0.08955237612893713
1,3,female,27.0,0,0,7.925,False,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,-2.69911764705882,-0.18580650140973384
0,2,male,42.0,1,0,27.0,True,,Southampton,False,-5.204207968574636,-0.10472628102923592,-0.10472628102923592,12.30088235294118,0.8467892893602823
1,1,female,32.0,0,0,76.2917,False,D,Cherbourg,True,44.08749203142537,0.8871895797088641,0.8871895797088641,2.30088235294118,0.15839209551360486
0,2,male,30.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,0.30088235294117993,0.020712656744269385
1,3,male,16.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-13.69911764705882,-0.943043414641079
0,2,male,27.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-2.69911764705882,-0.18580650140973384
0,3,male,51.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,21.30088235294118,1.466346763822292
0,3,male,,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,
1,1,male,38.0,1,0,90.0,True,C,Southampton,False,57.795792031425364,1.1630469795095626,1.1630469795095626,8.30088235294118,0.5714304118216114
0,3,male,22.0,0,0,9.35,True,,Southampton,True,-22.854207968574634,-0.45990402783097867,-0.45990402783097867,-7.69911764705882,-0.5300050983330725
1,2,male,19.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,-10.69911764705882,-0.7365242564870758
0,3,male,20.5,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,-9.19911764705882,-0.6332646774100742
0,2,male,18.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-11.69911764705882,-0.8053639758717436
0,3,female,,3,1,25.4667,False,,Southampton,False,-6.737507968574636,-0.13558146738453974,-0.13558146738453974,,
1,1,female,35.0,1,0,83.475,False,C,Southampton,False,51.27079203142536,1.0317418918109011,1.0317418918109011,5.30088235294118,0.36491125366760807
0,3,male,29.0,0,0,7.775,True,,Southampton,True,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-0.6991176470588201,-0.04812706264039836
0,2,male,59.0,0,0,13.5,True,,Southampton,True,-18.704207968574636,-0.3763919797161213,-0.3763919797161213,29.30088235294118,2.017064518899634
1,3,female,5.0,4,2,31.3875,False,,Southampton,False,-0.8167079685746366,-0.016434928955998185,-0.016434928955998185,-24.69911764705882,-1.7002803278724241
0,2,male,24.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,-5.69911764705882,-0.39232565956373705
0,3,female,,0,0,7.55,False,,Southampton,True,-24.654207968574635,-0.4961261209892301,-0.4961261209892301,,
0,2,male,44.0,1,0,26.0,True,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,14.30088235294118,0.9844687281296177
1,2,female,8.0,0,2,26.25,False,,Southampton,False,-5.954207968574636,-0.11981881984517401,-0.11981881984517401,-21.69911764705882,-1.493761169718421
0,2,male,19.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,-10.69911764705882,-0.7365242564870758
0,2,male,33.0,0,0,12.275,True,,Southampton,True,-19.929207968574637,-0.40104312644882023,-0.40104312644882023,3.30088235294118,0.2272318148982726
0,3,female,,1,0,14.4542,False,,Cherbourg,False,-17.750007968574636,-0.3571902456652305,-0.3571902456652305,,
1,3,female,,1,0,15.5,False,,Queenstown,False,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,,
0,2,male,29.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,-0.6991176470588201,-0.04812706264039836
0,3,male,22.0,0,0,7.125,True,,Southampton,True,-25.079207968574636,-0.504678559651595,-0.504678559651595,-7.69911764705882,-0.5300050983330725
0,3,male,30.0,0,0,7.225,True,,Cherbourg,True,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,0.30088235294117993,0.020712656744269385
0,1,male,44.0,2,0,90.0,True,C,Queenstown,False,57.795792031425364,1.1630469795095626,1.1630469795095626,14.30088235294118,0.9844687281296177
0,3,female,25.0,0,0,7.775,False,,Southampton,True,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.32348594017906934
1,2,female,24.0,0,2,14.5,False,,Southampton,False,-17.704207968574636,-0.35626859462820387,-0.35626859462820387,-5.69911764705882,-0.39232565956373705
1,1,male,37.0,1,1,52.5542,True,D,Southampton,False,20.349992031425366,0.40951072618442386,0.40951072618442386,7.30088235294118,0.5025906924369435
0,2,male,54.0,1,0,26.0,True,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,24.30088235294118,1.6728659219762951
0,3,male,,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,,
0,3,female,29.0,1,1,10.4625,False,G,Southampton,False,-21.741707968574637,-0.43751676192067057,-0.43751676192067057,-0.6991176470588201,-0.04812706264039836
0,1,male,62.0,0,0,26.55,True,C,Southampton,True,-5.654207968574635,-0.11378180431879875,-0.11378180431879875,32.30088235294118,2.2235836770536372
0,3,male,30.0,1,0,16.1,True,,Southampton,False,-16.104207968574634,-0.32407117848753597,-0.32407117848753597,0.30088235294117993,0.020712656744269385
0,3,female,41.0,0,2,20.2125,False,,Southampton,False,-11.991707968574637,-0.24131375731347557,-0.24131375731347557,11.30088235294118,0.7779495699756146
1,3,female,29.0,0,2,15.2458,False,,Cherbourg,False,-16.958407968574637,-0.34126057402963506,-0.34126057402963506,-0.6991176470588201,-0.04812706264039836
1,1,female,,0,0,79.2,False,,Cherbourg,True,46.99579203142537,0.9457144205600544,0.9457144205600544,,
1,1,female,30.0,0,0,86.5,False,B,Southampton,True,54.295792031425364,1.0926151317018515,1.0926151317018515,0.30088235294117993,0.020712656744269385
1,1,female,35.0,0,0,512.3292,False,,Cherbourg,True,480.1249920314254,9.661740104981664,9.661740104981664,5.30088235294118,0.36491125366760807
1,2,female,50.0,0,1,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,20.30088235294118,1.3975070444376243
0,3,male,,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,3,male,3.0,4,2,31.3875,False,,Southampton,False,-0.8167079685746366,-0.016434928955998185,-0.016434928955998185,-26.69911764705882,-1.8379597666417598
0,1,male,52.0,1,1,79.65,True,E,Southampton,False,47.44579203142537,0.9547699438496172,0.9547699438496172,22.30088235294118,1.5351864832069597
0,1,male,40.0,0,0,0.0,True,B,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,10.30088235294118,0.7091098505909468
0,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
0,2,male,36.0,0,0,10.5,True,,Southampton,True,-21.704207968574636,-0.43676213497987365,-0.43676213497987365,6.30088235294118,0.43375097305227583
0,3,male,16.0,4,1,39.6875,True,,Southampton,False,7.483292031425364,0.15058916727371655,0.15058916727371655,-13.69911764705882,-0.943043414641079
1,3,male,25.0,1,0,7.775,True,,Southampton,False,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-4.69911764705882,-0.32348594017906934
1,1,female,58.0,0,1,153.4625,False,C,Southampton,False,121.25829203142537,2.440127305651523,2.440127305651523,28.30088235294118,1.9482247995149662
1,1,female,35.0,0,0,135.6333,False,C,Southampton,True,103.42909203142536,2.081343448242025,2.081343448242025,5.30088235294118,0.36491125366760807
0,1,male,,0,0,31.0,True,,Southampton,True,-1.2042079685746359,-0.024232740677566176,-0.024232740677566176,,
1,3,male,25.0,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,-4.69911764705882,-0.32348594017906934
1,2,female,41.0,0,1,19.5,False,,Southampton,False,-12.704207968574636,-0.2556516691886167,-0.2556516691886167,11.30088235294118,0.7779495699756146
0,1,male,37.0,0,1,29.7,True,C,Cherbourg,False,-2.5042079685746366,-0.05039314129185886,-0.05039314129185886,7.30088235294118,0.5025906924369435
1,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,1,female,63.0,1,0,77.9583,False,D,Southampton,False,45.75409203142536,0.9207272132963871,0.9207272132963871,33.30088235294118,2.2924233964383047
0,3,female,45.0,0,0,7.75,False,,Southampton,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,15.30088235294118,1.0533084475142855
0,2,male,,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,,
0,3,male,7.0,4,1,29.125,False,,Queenstown,False,-3.079207968574636,-0.061964087717411374,-0.061964087717411374,-22.69911764705882,-1.5626008891030887
1,3,female,35.0,1,1,20.25,False,,Southampton,False,-11.954207968574636,-0.24055913037267862,-0.24055913037267862,5.30088235294118,0.36491125366760807
0,3,male,65.0,0,0,7.75,True,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,35.30088235294118,2.43010283520764
0,3,male,28.0,0,0,7.8542,True,,Southampton,True,-24.350007968574637,-0.4900045872454856,-0.4900045872454856,-1.69911764705882,-0.1169667820250661
0,3,male,16.0,0,0,9.5,True,,Southampton,True,-22.704207968574636,-0.4568855200677911,-0.4568855200677911,-13.69911764705882,-0.943043414641079
1,3,male,19.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-10.69911764705882,-0.7365242564870758
0,1,male,,0,0,26.0,True,A,Southampton,True,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,,
0,3,male,33.0,0,0,8.6625,True,,Cherbourg,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,3.30088235294118,0.2272318148982726
1,3,male,30.0,0,0,9.5,True,,Southampton,True,-22.704207968574636,-0.4568855200677911,-0.4568855200677911,0.30088235294117993,0.020712656744269385
0,3,male,22.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-7.69911764705882,-0.5300050983330725
1,2,male,42.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,12.30088235294118,0.8467892893602823
1,3,female,22.0,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,-7.69911764705882,-0.5300050983330725
1,1,female,26.0,0,0,78.85,False,,Southampton,True,46.64579203142536,0.938671235779283,0.938671235779283,-3.69911764705882,-0.2546462207944016
1,1,female,19.0,1,0,91.0792,False,B,Cherbourg,False,58.874992031425364,1.1847641366964432,1.1847641366964432,-10.69911764705882,-0.7365242564870758
0,2,male,36.0,0,0,12.875,True,D,Cherbourg,True,-19.329207968574636,-0.3889690953960697,-0.3889690953960697,6.30088235294118,0.43375097305227583
0,3,female,24.0,0,0,8.85,False,,Southampton,True,-23.354207968574634,-0.4699657203749374,-0.4699657203749374,-5.69911764705882,-0.39232565956373705
0,3,male,24.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-5.69911764705882,-0.39232565956373705
0,1,male,,0,0,27.7208,True,,Cherbourg,True,-4.483407968574635,-0.09022134505786503,-0.09022134505786503,,
0,3,male,23.5,0,0,7.2292,True,,Cherbourg,True,-24.975007968574637,-0.502581702925434,-0.502581702925434,-6.19911764705882,-0.42674551925607096
0,1,female,2.0,1,2,151.55,False,C,Southampton,False,119.34579203142538,2.401641331670881,2.401641331670881,-27.69911764705882,-1.9067994860264275
1,1,male,,0,0,30.5,True,C,Southampton,True,-1.7042079685746359,-0.034294433221524895,-0.034294433221524895,,
1,1,female,50.0,0,1,247.5208,False,B,Cherbourg,False,215.3165920314254,4.332898697266388,4.332898697266388,20.30088235294118,1.3975070444376243
1,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,3,male,,2,0,23.25,True,,Queenstown,False,-8.954207968574636,-0.1801889751089263,-0.1801889751089263,,
0,3,male,19.0,0,0,0.0,True,,Southampton,True,-32.204207968574636,-0.6480576784030068,-0.6480576784030068,-10.69911764705882,-0.7365242564870758
1,2,female,,0,0,12.35,False,E,Queenstown,True,-19.854207968574634,-0.39953387256722633,-0.39953387256722633,,
0,3,male,,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,,
1,1,male,0.92,1,2,151.55,False,C,Southampton,False,119.34579203142538,2.401641331670881,2.401641331670881,-28.77911764705882,-1.9811463829618685
1,1,female,,0,0,110.8833,False,,Cherbourg,True,78.67909203142537,1.583289667316069,1.583289667316069,,
1,1,female,17.0,1,0,108.9,False,C,Cherbourg,False,76.69579203142537,1.5433789576712023,1.5433789576712023,-12.69911764705882,-0.8742036952564113
0,2,male,30.0,1,0,24.0,True,,Cherbourg,False,-8.204207968574636,-0.16509643629298823,-0.16509643629298823,0.30088235294117993,0.020712656744269385
1,1,female,30.0,0,0,56.9292,False,E,Cherbourg,True,24.724992031425366,0.4975505359440627,0.4975505359440627,0.30088235294117993,0.020712656744269385
1,1,female,24.0,0,0,83.1583,False,C,Cherbourg,True,50.95409203142536,1.0253688157535579,1.0253688157535579,-5.69911764705882,-0.39232565956373705
1,1,female,18.0,2,2,262.375,False,B,Cherbourg,False,230.17079203142538,4.631815484039331,4.631815484039331,-11.69911764705882,-0.8053639758717436
0,2,female,26.0,1,1,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-3.69911764705882,-0.2546462207944016
0,3,male,28.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-1.69911764705882,-0.1169667820250661
0,2,male,43.0,1,1,26.25,True,,Southampton,False,-5.954207968574636,-0.11981881984517401,-0.11981881984517401,13.30088235294118,0.91562900874495
1,3,female,26.0,0,0,7.8542,False,,Southampton,True,-24.350007968574637,-0.4900045872454856,-0.4900045872454856,-3.69911764705882,-0.2546462207944016
1,2,female,24.0,1,0,26.0,False,,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-5.69911764705882,-0.39232565956373705
0,2,male,54.0,0,0,14.0,True,,Southampton,True,-18.204207968574636,-0.3663302871721626,-0.3663302871721626,24.30088235294118,1.6728659219762951
1,1,female,31.0,0,2,164.8667,False,C,Southampton,False,132.66249203142536,2.669618413871151,2.669618413871151,1.30088235294118,0.08955237612893713
1,1,female,40.0,1,1,134.5,False,E,Cherbourg,False,102.29579203142536,2.0585376159218884,2.0585376159218884,10.30088235294118,0.7091098505909468
0,3,male,22.0,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725
0,3,male,27.0,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,-2.69911764705882,-0.18580650140973384
1,2,female,30.0,0,0,12.35,False,,Queenstown,True,-19.854207968574634,-0.39953387256722633,-0.39953387256722633,0.30088235294117993,0.020712656744269385
1,2,female,22.0,1,1,29.0,False,,Southampton,False,-3.204207968574636,-0.06447951085340105,-0.06447951085340105,-7.69911764705882,-0.5300050983330725
0,3,male,,8,2,69.55,True,,Southampton,False,37.34579203142536,0.751523754461651,0.751523754461651,,
1,1,female,36.0,0,0,135.6333,False,C,Cherbourg,True,103.42909203142536,2.081343448242025,2.081343448242025,6.30088235294118,0.43375097305227583
0,3,male,61.0,0,0,6.2375,True,,Southampton,True,-25.966707968574635,-0.5225380639171217,-0.5225380639171217,31.30088235294118,2.1547439576689693
1,2,female,36.0,0,0,13.0,False,D,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,6.30088235294118,0.43375097305227583
1,3,female,31.0,1,1,20.525,False,,Southampton,False,-11.679207968574637,-0.23502519947350137,-0.23502519947350137,1.30088235294118,0.08955237612893713
1,1,female,16.0,0,1,57.9792,False,B,Cherbourg,False,25.774992031425363,0.518680090286376,0.518680090286376,-13.69911764705882,-0.943043414641079
1,3,female,,2,0,23.25,False,,Queenstown,False,-8.954207968574636,-0.1801889751089263,-0.1801889751089263,,
0,1,male,45.5,0,0,28.5,True,C,Southampton,True,-3.704207968574636,-0.07454120339735977,-0.07454120339735977,15.80088235294118,1.0877283072066193
0,1,male,38.0,0,1,153.4625,True,C,Southampton,False,121.25829203142537,2.440127305651523,2.440127305651523,8.30088235294118,0.5714304118216114
0,3,male,16.0,2,0,18.0,True,,Southampton,False,-14.204207968574636,-0.28583674682049287,-0.28583674682049287,-13.69911764705882,-0.943043414641079
1,1,female,,1,0,133.65,False,,Southampton,False,101.44579203142537,2.041432738597159,2.041432738597159,,
0,3,male,,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,
0,1,male,29.0,1,0,66.6,True,C,Southampton,False,34.39579203142536,0.6921597684522944,0.6921597684522944,-0.6991176470588201,-0.04812706264039836
1,1,female,41.0,0,0,134.5,False,E,Cherbourg,True,102.29579203142536,2.0585376159218884,2.0585376159218884,11.30088235294118,0.7779495699756146
1,3,male,45.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,15.30088235294118,1.0533084475142855
0,1,male,45.0,0,0,35.5,True,,Southampton,True,3.295792031425364,0.06632249221806229,0.06632249221806229,15.30088235294118,1.0533084475142855
1,2,male,2.0,1,1,26.0,False,F,Southampton,False,-6.204207968574636,-0.12484966611715337,-0.12484966611715337,-27.69911764705882,-1.9067994860264275
1,1,female,24.0,3,2,263.0,False,C,Southampton,False,230.79579203142538,4.644392599719279,4.644392599719279,-5.69911764705882,-0.39232565956373705
0,2,male,28.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-1.69911764705882,-0.1169667820250661
0,2,male,25.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-4.69911764705882,-0.32348594017906934
0,2,male,36.0,0,0,13.0,True,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,6.30088235294118,0.43375097305227583
1,2,female,24.0,0,0,13.0,False,F,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,-5.69911764705882,-0.39232565956373705
1,2,female,40.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,10.30088235294118,0.7091098505909468
1,3,female,,1,0,16.1,False,,Southampton,False,-16.104207968574634,-0.32407117848753597,-0.32407117848753597,,
1,3,male,3.0,1,1,15.9,False,,Southampton,False,-16.304207968574637,-0.3280958555051195,-0.3280958555051195,-26.69911764705882,-1.8379597666417598
0,3,male,42.0,0,0,8.6625,True,,Southampton,True,-23.541707968574634,-0.4737388550789219,-0.4737388550789219,12.30088235294118,0.8467892893602823
0,3,male,23.0,0,0,9.225,True,,Southampton,True,-22.979207968574634,-0.46241945096696835,-0.46241945096696835,-6.69911764705882,-0.4611653789484048
0,1,male,,0,0,35.0,True,C,Southampton,True,2.795792031425364,0.05626079967410357,0.05626079967410357,,
0,3,male,15.0,1,1,7.2292,False,,Cherbourg,False,-24.975007968574637,-0.502581702925434,-0.502581702925434,-14.69911764705882,-1.0118831340257468
0,3,male,25.0,1,0,17.8,True,,Southampton,False,-14.404207968574635,-0.28986142383807634,-0.28986142383807634,-4.69911764705882,-0.32348594017906934
0,3,male,,0,0,7.225,True,,Cherbourg,True,-24.979207968574634,-0.5026662211428032,-0.5026662211428032,,
0,3,male,28.0,0,0,9.5,True,,Southampton,True,-22.704207968574636,-0.4568855200677911,-0.4568855200677911,-1.69911764705882,-0.1169667820250661
1,1,female,22.0,0,1,55.0,False,E,Southampton,False,22.795792031425364,0.4587285014324523,0.4587285014324523,-7.69911764705882,-0.5300050983330725
0,2,female,38.0,0,0,13.0,False,,Southampton,True,-19.204207968574636,-0.38645367226008004,-0.38645367226008004,8.30088235294118,0.5714304118216114
1,3,female,,0,0,7.8792,False,,Queenstown,True,-24.325007968574635,-0.4895015026182876,-0.4895015026182876,,
1,3,female,,0,0,7.8792,False,,Queenstown,True,-24.325007968574635,-0.4895015026182876,-0.4895015026182876,,
0,3,male,40.0,1,4,27.9,True,,Southampton,False,-4.304207968574637,-0.08661523445011025,-0.08661523445011025,10.30088235294118,0.7091098505909468
0,2,male,29.0,1,0,27.7208,True,,Cherbourg,False,-4.483407968574635,-0.09022134505786503,-0.09022134505786503,-0.6991176470588201,-0.04812706264039836
0,3,female,45.0,0,1,14.4542,False,,Cherbourg,False,-17.750007968574636,-0.3571902456652305,-0.3571902456652305,15.30088235294118,1.0533084475142855
0,3,male,35.0,0,0,7.05,True,,Southampton,True,-25.154207968574635,-0.5061878135331888,-0.5061878135331888,5.30088235294118,0.36491125366760807
0,3,male,,1,0,15.5,True,,Queenstown,False,-16.704207968574636,-0.3361452095402864,-0.3361452095402864,,
0,3,male,30.0,0,0,7.25,True,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,0.30088235294117993,0.020712656744269385
1,1,female,60.0,1,0,75.25,False,D,Cherbourg,False,43.045792031425364,0.8662270494627804,0.8662270494627804,30.30088235294118,2.085904238284302
1,3,female,,0,0,7.2292,False,,Cherbourg,True,-24.975007968574637,-0.502581702925434,-0.502581702925434,,
1,3,female,,0,0,7.75,False,,Queenstown,True,-24.454207968574636,-0.49210144397164657,-0.49210144397164657,,
1,1,female,24.0,0,0,69.3,False,B,Cherbourg,True,37.09579203142536,0.7464929081896716,0.7464929081896716,-5.69911764705882,-0.39232565956373705
1,1,male,25.0,1,0,55.4417,True,E,Cherbourg,False,23.23749203142536,0.4676170006257854,0.4676170006257854,-4.69911764705882,-0.32348594017906934
0,3,male,18.0,1,0,6.4958,True,,Southampton,False,-25.708407968574637,-0.5173401935489127,-0.5173401935489127,-11.69911764705882,-0.8053639758717436
0,3,male,19.0,0,0,8.05,True,,Southampton,True,-24.154207968574635,-0.48606442844527137,-0.48606442844527137,-10.69911764705882,-0.7365242564870758
0,1,male,22.0,0,0,135.6333,True,,Cherbourg,True,103.42909203142536,2.081343448242025,2.081343448242025,-7.69911764705882,-0.5300050983330725
0,3,female,3.0,3,1,21.075,False,,Southampton,False,-11.129207968574637,-0.22395733767514675,-0.22395733767514675,-26.69911764705882,-1.8379597666417598
1,1,female,,1,0,82.1708,False,,Cherbourg,False,49.966592031425364,1.0054969729792393,1.0054969729792393,,
1,3,female,22.0,0,0,7.25,False,,Southampton,True,-24.954207968574636,-0.5021631365156053,-0.5021631365156053,-7.69911764705882,-0.5300050983330725
0,1,male,27.0,0,2,211.5,True,C,Cherbourg,False,179.29579203142538,3.6080382676915317,3.6080382676915317,-2.69911764705882,-0.18580650140973384
0,3,male,20.0,0,0,4.0125,True,,Cherbourg,True,-28.191707968574637,-0.5673125957377381,-0.5673125957377381,-9.69911764705882,-0.667684537102408
0,3,male,19.0,0,0,7.775,True,,Southampton,True,-24.429207968574637,-0.4915983593444487,-0.4915983593444487,-10.69911764705882,-0.7365242564870758
1,1,female,42.0,0,0,227.525,False,,Cherbourg,True,195.32079203142536,3.930515513725408,3.930515513725408,12.30088235294118,0.8467892893602823
1,3,female,1.0,0,2,15.7417,False,,Cherbourg,False,-16.462507968574634,-0.3312813873645368,-0.3312813873645368,-28.69911764705882,-1.9756392054110952
0,3,male,32.0,0,0,7.925,True,,Southampton,True,-24.279207968574635,-0.48857985158126105,-0.48857985158126105,2.30088235294118,0.15839209551360486
1,1,female,35.0,1,0,52.0,False,,Southampton,False,19.795792031425364,0.39835834616870003,0.39835834616870003,5.30088235294118,0.36491125366760807
0,3,male,,0,0,7.8958,True,,Southampton,True,-24.308407968574635,-0.4891674544258282,-0.4891674544258282,,
0,2,male,18.0,0,0,73.5,True,,Southampton,True,41.295792031425364,0.8310111255589249,0.8310111255589249,-11.69911764705882,-0.8053639758717436
0,3,male,1.0,5,2,46.9,False,,Southampton,False,14.695792031425363,0.29572908222032107,0.29572908222032107,-28.69911764705882,-1.9756392054110952
